dates,diamonds,butter,cars,cucumber,bananas
2017-12-28,1501.11,1205.7,1154.3,1090.61,899.44
2017-12-29,1500.31,1207.39,1153.43,1091.15,899.89
2018-01-02,1498.08,1206.25,1154.14,1090.68,890.22
2018-01-03,1494.36,1208.58,1154.08,1091.22,900.66
2018-01-04,1492.74,1206.53,1152.18,1090.9,901.63
2018-01-05,1489.26,1206.06,1149.22,1091.37,901.0
2018-01-08,1487.84,1205.62,1153.98,1090.53,895.93
2018-01-09,1489.02,1203.38,1154.4,1090.48,895.2
2018-01-10,1487.78,1203.65,1150.26,1089.3,890.92
2018-01-11,1487.81,1199.86,1146.18,1090.03,882.95
2018-01-12,1488.45,1198.17,1138.77,1088.34,875.79
2018-01-15,1489.03,1200.39,1146.36,1088.42,881.93
2018-01-16,1487.1,1200.59,1144.22,1086.79,880.92
2018-01-17,1486.78,1199.94,1143.99,1088.04,886.64
2018-01-18,1482.03,1196.32,1140.45,1089.9,880.02
2018-01-19,1483.88,1197.44,1136.39,1089.45,880.83
2018-01-22,1485.97,1194.85,1132.18,1088.77,870.72
2018-01-23,1484.01,1197.91,1139.49,1089.12,874.98
2018-01-24,1480.01,1195.54,1137.59,1089.27,868.7
2018-01-25,1480.18,1198.12,1139.63,1088.85,865.42
2018-01-26,1482.09,1196.38,1144.46,1089.77,867.38
2018-01-29,1482.68,1192.97,1144.74,1090.51,865.95
2018-01-30,1480.63,1195.75,1145.73,1089.81,861.67
2018-01-31,1479.51,1194.17,1141.19,1087.33,863.91
2018-02-01,1477.48,1196.54,1141.17,1088.42,861.07
2018-02-02,1479.07,1194.37,1138.84,1088.26,867.58
2018-02-05,1479.63,1194.43,1142.49,1088.67,869.73
2018-02-06,1478.74,1197.81,1143.78,1090.43,875.08
2018-02-07,1478.78,1198.16,1143.66,1090.17,874.63
2018-02-08,1477.19,1200.46,1146.81,1091.4,871.33
2018-02-09,1477.53,1201.94,1143.94,1091.66,870.23
2018-02-12,1481.47,1201.63,1144.29,1091.42,875.41
2018-02-13,1481.5,1201.88,1145.29,1092.43,875.69
2018-02-14,1481.98,1202.38,1145.75,1092.44,876.93
2018-02-15,1480.37,1206.43,1144.45,1092.33,880.7
2018-02-16,1480.16,1206.91,1143.65,1092.54,888.62
2018-02-19,1480.66,1205.12,1146.74,1092.75,888.49
2018-02-20,1482.79,1204.21,1144.38,1092.9,885.59
2018-02-21,1480.63,1207.63,1145.91,1094.04,879.26
2018-02-22,1481.55,1210.91,1147.81,1093.71,876.26
2018-02-23,1481.28,1213.53,1149.67,1095.76,875.38
2018-02-26,1482.99,1211.69,1149.8,1094.97,873.93
2018-02-27,1483.74,1213.9,1151.59,1095.65,876.57
2018-02-28,1484.8,1211.76,1154.46,1094.13,881.64
2018-03-01,1483.73,1211.74,1153.85,1095.85,875.18
2018-03-02,1488.59,1211.91,1155.53,1093.03,869.77
2018-03-05,1490.0,1211.26,1154.54,1094.06,875.3
2018-03-06,1490.89,1209.47,1156.46,1093.86,868.86
2018-03-07,1490.71,1211.66,1157.88,1093.54,871.62
2018-03-08,1489.61,1216.1,1157.6,1093.63,873.56
2018-03-09,1488.69,1217.0,1157.46,1094.4,866.68
2018-03-12,1488.6,1217.04,1158.63,1092.56,871.84
2018-03-13,1492.76,1221.19,1162.08,1093.18,877.66
2018-03-14,1492.71,1218.85,1161.13,1093.77,883.1
2018-03-15,1492.56,1215.49,1161.23,1094.44,887.08
2018-03-16,1490.65,1212.67,1160.39,1094.14,890.62
2018-03-19,1489.94,1211.41,1157.49,1092.74,895.94
2018-03-20,1489.28,1213.06,1158.09,1092.6,896.54
2018-03-21,1490.73,1214.62,1158.65,1091.2,895.23
2018-03-22,1486.8,1214.9,1159.04,1092.34,904.13
2018-03-23,1486.15,1214.47,1152.01,1092.67,907.12
2018-03-26,1486.13,1213.98,1151.61,1093.03,906.52
2018-03-27,1484.49,1213.05,1156.16,1093.39,899.6
2018-03-28,1484.0,1209.69,1155.59,1092.67,900.84
2018-03-29,1484.47,1210.8,1154.61,1092.47,904.02
2018-03-30,1485.26,1211.45,1154.84,1091.68,911.06
2018-04-02,1484.97,1215.08,1159.7,1092.82,905.41
2018-04-03,1480.54,1216.9,1162.44,1092.54,904.36
2018-04-04,1481.97,1214.74,1159.64,1092.52,907.61
2018-04-05,1485.77,1212.33,1158.51,1093.77,893.12
2018-04-06,1483.55,1213.1,1156.69,1095.71,891.11
2018-04-09,1482.88,1211.36,1156.05,1095.31,888.04
2018-04-10,1486.44,1211.55,1155.07,1095.26,892.87
2018-04-11,1488.57,1210.17,1153.44,1095.98,893.04
2018-04-12,1490.6,1211.52,1159.64,1097.75,901.84
2018-04-13,1494.33,1210.41,1161.47,1097.99,902.51
2018-04-16,1497.37,1209.32,1161.22,1096.41,896.44
2018-04-17,1501.72,1210.38,1162.42,1097.3,892.95
2018-04-18,1499.09,1212.28,1160.42,1095.68,901.38
2018-04-19,1496.56,1213.16,1158.42,1097.11,896.75
2018-04-20,1498.54,1210.44,1156.93,1096.7,887.76
2018-04-23,1500.91,1209.81,1162.31,1097.12,889.32
2018-04-24,1499.55,1210.23,1162.95,1097.14,880.09
2018-04-25,1498.49,1211.53,1162.2,1096.42,886.0
2018-04-26,1497.66,1213.47,1167.23,1096.1,884.42
2018-04-27,1495.45,1211.45,1167.91,1097.58,879.88
2018-04-30,1494.62,1212.11,1168.64,1098.48,889.87
2018-05-01,1497.59,1213.74,1165.72,1098.32,894.1
2018-05-02,1493.72,1211.53,1164.21,1097.63,894.68
2018-05-03,1491.19,1212.98,1164.0,1097.93,901.57
2018-05-04,1492.64,1210.48,1164.2,1097.35,895.78
2018-05-07,1490.77,1210.82,1165.43,1097.09,896.07
2018-05-08,1494.43,1209.26,1164.95,1097.7,892.98
2018-05-09,1494.38,1210.28,1167.4,1097.04,889.18
2018-05-10,1492.57,1213.35,1166.07,1096.93,887.61
2018-05-11,1495.56,1211.65,1166.63,1095.12,884.97
2018-05-14,1498.56,1210.67,1170.01,1095.28,879.5
2018-05-15,1502.03,1211.02,1168.48,1095.02,876.53
2018-05-16,1503.55,1213.61,1166.41,1096.56,871.47
2018-05-17,1503.61,1216.96,1169.8,1097.68,873.55
2018-05-18,1503.4,1216.06,1170.69,1097.53,874.44
2018-05-21,1501.86,1217.41,1172.6,1098.7,871.85
2018-05-22,1503.22,1216.66,1177.48,1099.09,869.4
2018-05-23,1504.81,1214.35,1179.05,1096.54,865.18
2018-05-24,1503.42,1215.2,1180.2,1096.75,859.21
2018-05-25,1501.06,1217.45,1184.12,1096.88,862.78
2018-05-28,1500.03,1217.55,1189.79,1096.82,863.84
2018-05-29,1500.57,1215.79,1192.85,1097.59,872.76
2018-05-30,1500.09,1216.23,1196.16,1098.27,871.43
2018-05-31,1497.69,1217.07,1193.21,1097.99,873.61
2018-06-01,1497.38,1219.81,1191.52,1097.64,874.76
2018-06-04,1497.36,1214.83,1191.46,1095.81,869.03
2018-06-05,1494.24,1212.39,1192.15,1094.07,869.93
2018-06-06,1493.47,1209.97,1192.14,1094.22,869.24
2018-06-07,1491.8,1210.81,1193.85,1093.66,869.65
2018-06-08,1494.07,1210.12,1195.76,1094.82,872.15
2018-06-11,1493.24,1208.78,1198.44,1094.41,871.25
2018-06-12,1493.28,1207.74,1200.1,1092.31,872.4
2018-06-13,1492.75,1208.32,1202.18,1093.59,870.31
2018-06-14,1491.76,1205.59,1200.95,1092.77,866.74
2018-06-15,1488.99,1206.43,1201.02,1091.62,864.28
2018-06-18,1490.12,1206.96,1205.89,1091.46,867.88
2018-06-19,1490.09,1209.62,1211.71,1091.26,868.76
2018-06-20,1486.46,1211.52,1214.64,1089.61,865.02
2018-06-21,1484.49,1212.13,1215.61,1087.58,858.06
2018-06-22,1484.26,1213.19,1221.11,1087.14,860.33
2018-06-25,1484.45,1212.5,1223.49,1086.41,864.8
2018-06-26,1485.55,1211.72,1223.89,1085.84,864.2
2018-06-27,1489.14,1212.05,1226.48,1085.53,854.41
2018-06-28,1491.41,1209.45,1224.32,1084.86,850.07
2018-06-29,1489.07,1211.63,1223.56,1085.68,847.17
2018-07-02,1489.45,1211.56,1221.69,1084.55,849.89
2018-07-03,1488.59,1212.32,1218.84,1084.58,845.5
2018-07-04,1490.3,1212.96,1218.52,1083.83,841.61
2018-07-05,1486.81,1209.83,1216.8,1083.3,837.11
2018-07-06,1486.78,1210.55,1216.49,1083.35,836.67
2018-07-09,1484.28,1211.55,1219.03,1083.72,838.11
2018-07-10,1483.86,1209.48,1218.54,1083.21,843.24
2018-07-11,1486.93,1207.23,1218.87,1081.8,837.02
2018-07-12,1485.55,1206.08,1221.18,1078.82,838.61
2018-07-13,1486.65,1209.98,1220.44,1080.62,841.37
2018-07-16,1487.18,1210.04,1218.73,1080.87,829.84
2018-07-17,1485.46,1211.58,1221.5,1081.78,831.4
2018-07-18,1488.81,1209.55,1214.9,1081.98,835.81
2018-07-19,1488.62,1211.0,1218.03,1080.1,837.2
2018-07-20,1487.17,1208.98,1218.2,1081.31,841.65
2018-07-23,1484.63,1207.72,1218.36,1082.31,838.54
2018-07-24,1484.54,1208.72,1216.54,1081.45,845.37
2018-07-25,1486.67,1209.66,1216.77,1081.89,845.93
2018-07-26,1486.88,1207.13,1217.5,1082.33,844.14
2018-07-27,1486.36,1208.66,1226.19,1081.63,846.93
2018-07-30,1482.4,1209.89,1225.8,1080.77,852.59
2018-07-31,1480.32,1210.0,1214.57,1077.62,853.58
2018-08-01,1479.22,1208.81,1216.17,1076.44,855.23
2018-08-02,1475.93,1208.13,1210.58,1077.11,852.45
2018-08-03,1474.73,1205.56,1206.85,1075.95,852.19
2018-08-06,1474.66,1203.61,1206.52,1076.39,851.33
2018-08-07,1476.16,1203.09,1209.1,1077.24,848.64
2018-08-08,1477.28,1199.97,1209.9,1076.52,842.55
2018-08-09,1475.83,1198.65,1210.57,1076.82,841.37
2018-08-10,1474.35,1199.69,1212.97,1075.49,846.71
2018-08-13,1474.06,1197.68,1214.14,1075.41,842.47
2018-08-14,1469.97,1197.38,1217.85,1074.59,838.8
2018-08-15,1469.94,1197.44,1221.64,1075.31,846.1
2018-08-16,1470.05,1195.2,1219.23,1073.42,843.64
2018-08-17,1472.33,1195.33,1214.47,1075.3,838.65
2018-08-20,1470.69,1196.79,1218.19,1078.49,834.98
2018-08-21,1467.72,1199.23,1222.07,1079.61,840.22
2018-08-22,1470.4,1199.29,1218.44,1078.28,841.94
2018-08-23,1469.96,1201.32,1221.26,1079.28,834.94
2018-08-24,1472.15,1202.52,1227.8,1078.95,836.72
2018-08-27,1470.91,1201.86,1232.85,1079.07,836.33
2018-08-28,1467.88,1201.41,1224.97,1076.18,830.74
2018-08-29,1468.53,1200.2,1224.0,1075.99,832.64
2018-08-30,1470.14,1202.13,1222.58,1074.89,825.02
2018-08-31,1470.64,1200.8,1217.84,1073.93,826.9
2018-09-03,1469.88,1202.67,1224.1,1074.53,829.55
2018-09-04,1471.51,1200.73,1225.52,1074.83,825.04
2018-09-05,1469.95,1200.74,1232.3,1075.22,828.01
2018-09-06,1471.69,1198.76,1234.74,1074.07,829.94
2018-09-07,1472.29,1196.77,1235.5,1073.94,826.61
2018-09-10,1470.41,1197.32,1226.0,1075.21,828.72
2018-09-11,1468.57,1197.48,1229.75,1077.43,837.28
2018-09-12,1467.06,1196.42,1227.89,1077.3,841.45
2018-09-13,1463.32,1195.77,1225.74,1076.86,837.47
2018-09-14,1461.75,1195.92,1229.27,1076.09,847.28
2018-09-17,1463.78,1195.01,1230.18,1076.18,847.34
2018-09-18,1464.92,1195.76,1229.61,1074.11,836.12
2018-09-19,1466.16,1196.17,1231.23,1073.91,837.14
2018-09-20,1464.74,1198.11,1228.34,1075.44,844.04
2018-09-21,1464.11,1197.85,1225.17,1073.32,843.81
2018-09-24,1463.77,1194.8,1219.8,1072.04,839.42
2018-09-25,1463.3,1195.97,1226.98,1072.6,834.26
2018-09-26,1462.21,1195.96,1224.01,1074.17,832.31
2018-09-27,1466.3,1195.48,1227.22,1076.12,825.34
2018-09-28,1465.69,1196.65,1226.15,1078.31,826.72
2018-10-01,1460.96,1198.26,1228.5,1078.82,827.42
2018-10-02,1460.84,1200.2,1231.41,1077.21,830.88
2018-10-03,1461.18,1201.97,1230.01,1078.92,834.22
2018-10-04,1461.3,1199.5,1232.43,1079.33,843.66
2018-10-05,1462.4,1198.26,1226.72,1079.16,845.24
2018-10-08,1462.67,1199.76,1230.82,1080.89,839.33
2018-10-09,1462.52,1198.94,1235.89,1081.25,837.34
2018-10-10,1464.43,1198.56,1237.98,1081.58,844.92
2018-10-11,1465.34,1203.89,1240.14,1079.87,846.68
2018-10-12,1464.48,1203.17,1232.69,1078.48,849.64
2018-10-15,1461.65,1203.95,1234.4,1081.16,847.18
2018-10-16,1463.05,1202.01,1233.45,1081.82,848.68
2018-10-17,1461.96,1199.39,1230.82,1083.58,850.22
2018-10-18,1464.02,1197.11,1236.65,1084.39,845.67
2018-10-19,1464.32,1194.3,1236.33,1083.61,835.02
2018-10-22,1465.61,1191.97,1232.63,1084.24,834.17
2018-10-23,1463.23,1191.43,1232.2,1083.05,838.75
2018-10-24,1462.64,1189.08,1232.79,1082.51,842.69
2018-10-25,1461.63,1190.39,1227.39,1082.66,847.76
2018-10-26,1463.6,1189.22,1221.72,1079.94,846.87
2018-10-29,1465.69,1188.61,1220.06,1080.73,844.87
2018-10-30,1466.07,1186.47,1214.74,1078.15,846.25
2018-10-31,1465.7,1186.36,1215.3,1078.5,840.17
2018-11-01,1467.34,1184.06,1213.19,1079.28,846.03
2018-11-02,1468.44,1184.45,1213.19,1078.84,845.12
2018-11-05,1467.47,1183.33,1208.02,1080.5,853.93
2018-11-06,1464.02,1186.83,1211.1,1081.59,852.44
2018-11-07,1463.42,1185.31,1204.18,1079.31,850.51
2018-11-08,1464.69,1184.94,1203.5,1080.32,854.29
2018-11-09,1465.69,1186.51,1203.9,1081.35,850.06
2018-11-12,1468.69,1189.06,1211.54,1081.82,860.42
2018-11-13,1471.1,1187.09,1212.9,1083.57,862.01
2018-11-14,1469.22,1187.03,1214.6,1082.84,866.63
2018-11-15,1470.86,1185.25,1217.97,1081.07,868.48
2018-11-16,1470.19,1185.38,1214.25,1078.4,861.49
2018-11-19,1468.65,1183.13,1213.85,1077.62,860.52
2018-11-20,1470.06,1182.68,1213.85,1075.75,859.45
2018-11-21,1468.07,1180.73,1215.56,1076.69,862.63
2018-11-22,1467.29,1180.16,1212.64,1076.91,854.36
2018-11-23,1471.26,1183.92,1217.48,1078.37,855.19
2018-11-26,1471.38,1183.28,1216.63,1080.46,855.58
2018-11-27,1471.91,1180.56,1213.74,1080.43,852.6
2018-11-28,1474.84,1181.29,1212.36,1081.83,854.41
2018-11-29,1477.13,1179.39,1217.13,1080.55,853.63
2018-11-30,1478.48,1178.04,1210.45,1081.69,854.69
2018-12-03,1480.55,1178.45,1210.0,1079.15,863.27
2018-12-04,1482.57,1177.82,1215.0,1080.49,864.94
2018-12-05,1482.85,1176.43,1212.17,1079.35,870.24
2018-12-06,1482.76,1174.12,1211.92,1078.92,863.86
2018-12-07,1482.71,1174.86,1211.27,1079.02,866.84
2018-12-10,1482.0,1174.75,1213.87,1078.83,867.86
2018-12-11,1484.74,1175.89,1212.84,1078.75,861.36
2018-12-12,1481.9,1179.9,1211.21,1078.46,869.08
2018-12-13,1481.27,1180.45,1212.37,1077.75,876.38
2018-12-14,1480.19,1182.56,1212.38,1078.77,875.36
2018-12-17,1479.05,1185.02,1213.91,1079.45,871.51
2018-12-18,1479.06,1185.33,1210.26,1080.02,873.26
2018-12-19,1479.48,1184.6,1208.93,1079.01,868.06
2018-12-20,1479.68,1186.58,1210.3,1077.68,865.37
2018-12-21,1481.75,1184.99,1211.44,1078.14,863.0
2018-12-26,1482.89,1187.62,1213.91,1077.32,862.7
2018-12-27,1483.36,1183.61,1216.01,1077.62,862.33
2018-12-28,1485.32,1183.49,1212.74,1077.72,861.78
2019-01-02,1483.28,1182.22,1215.55,1077.4,866.89
2019-01-03,1480.0,1184.64,1216.81,1078.31,866.43
2019-01-04,1480.85,1180.55,1214.28,1078.69,858.01
2019-01-07,1479.1,1176.97,1215.74,1078.52,853.87
2019-01-08,1477.25,1176.19,1218.42,1077.73,857.2
2019-01-09,1479.4,1178.92,1219.11,1077.03,854.73
2019-01-10,1479.32,1178.51,1221.65,1077.61,853.66
2019-01-11,1477.44,1178.81,1218.25,1078.69,850.88
2019-01-14,1476.63,1179.15,1219.55,1079.71,849.62
2019-01-15,1472.85,1183.23,1223.9,1081.0,849.76
2019-01-16,1471.69,1182.8,1226.38,1083.02,844.85
2019-01-17,1465.8,1184.21,1226.61,1082.1,844.97
2019-01-18,1464.75,1185.25,1228.26,1084.05,838.79
2019-01-21,1464.98,1183.94,1230.11,1084.08,833.86
2019-01-22,1465.84,1185.37,1228.33,1083.93,836.49
2019-01-23,1467.8,1183.14,1224.76,1084.1,831.96
2019-01-24,1466.54,1186.18,1223.62,1084.82,833.14
2019-01-25,1467.82,1184.62,1223.46,1084.87,843.63
2019-01-28,1467.64,1185.48,1227.31,1085.7,848.47
2019-01-29,1467.47,1186.65,1224.18,1084.81,852.48
2019-01-30,1470.51,1184.06,1228.81,1084.62,850.01
2019-01-31,1468.72,1185.29,1227.71,1084.55,845.93
2019-02-01,1467.3,1185.95,1229.04,1084.21,848.73
2019-02-04,1466.38,1185.13,1228.11,1084.36,844.69
2019-02-05,1464.58,1184.1,1233.05,1084.0,845.97
2019-02-06,1465.64,1182.9,1230.39,1083.31,845.18
2019-02-07,1466.7,1182.78,1235.02,1082.82,849.26
2019-02-08,1468.93,1182.17,1232.5,1082.88,839.57
2019-02-11,1466.68,1180.52,1228.81,1082.42,835.13
2019-02-12,1468.92,1180.33,1229.92,1083.66,829.75
2019-02-13,1468.34,1178.69,1229.57,1082.93,831.93
2019-02-14,1466.52,1179.7,1226.64,1084.21,840.06
2019-02-15,1468.27,1178.92,1227.15,1082.97,839.89
2019-02-18,1468.9,1183.53,1225.26,1083.42,840.89
2019-02-19,1468.29,1183.57,1223.12,1083.42,835.04
2019-02-20,1470.22,1181.25,1227.12,1081.68,833.66
2019-02-21,1470.82,1182.89,1231.0,1081.97,828.73
2019-02-22,1472.39,1181.57,1232.93,1081.73,831.37
2019-02-25,1472.78,1177.03,1229.6,1080.96,819.48
2019-02-26,1472.7,1179.23,1229.92,1080.11,809.96
2019-02-27,1473.06,1177.77,1230.55,1080.19,804.86
2019-02-28,1475.78,1173.81,1231.75,1081.13,802.59
2019-03-01,1475.42,1172.55,1231.72,1081.49,798.48
2019-03-04,1478.35,1173.47,1229.1,1081.45,799.16
2019-03-05,1477.33,1176.86,1234.13,1081.51,806.62
2019-03-06,1477.03,1178.44,1237.8,1082.09,808.27
2019-03-07,1478.11,1177.09,1236.57,1081.34,806.11
2019-03-08,1473.13,1177.85,1234.52,1080.79,798.29
2019-03-11,1474.3,1180.14,1235.09,1080.19,796.45
2019-03-12,1476.87,1180.23,1234.01,1080.25,798.49
2019-03-13,1475.38,1178.58,1231.77,1080.31,790.25
2019-03-14,1477.55,1177.6,1230.95,1080.8,788.4
2019-03-15,1474.96,1177.79,1233.01,1080.35,783.62
2019-03-18,1475.38,1177.44,1236.21,1080.5,776.57
2019-03-19,1475.23,1180.06,1239.79,1080.32,780.59
2019-03-20,1477.08,1181.07,1241.96,1080.32,782.33
2019-03-21,1477.19,1182.38,1236.33,1080.44,770.9
2019-03-22,1475.85,1185.2,1240.5,1079.83,769.63
2019-03-25,1478.19,1185.49,1239.35,1081.15,772.04
2019-03-26,1475.1,1185.26,1240.63,1080.98,773.63
2019-03-27,1475.0,1186.95,1237.89,1080.68,777.16
2019-03-28,1472.86,1188.73,1240.1,1080.56,786.29
2019-03-29,1471.73,1188.12,1240.24,1079.32,791.05
2019-04-01,1471.81,1187.52,1242.8,1078.48,796.4
2019-04-02,1472.12,1191.8,1242.48,1079.15,796.67
2019-04-03,1473.22,1192.04,1243.73,1079.46,791.32
2019-04-04,1473.89,1191.51,1242.34,1081.52,793.33
2019-04-05,1472.58,1190.53,1242.86,1082.46,790.21
2019-04-08,1471.47,1192.45,1242.15,1083.08,792.01
2019-04-09,1470.74,1192.35,1241.15,1083.25,789.53
2019-04-10,1471.65,1193.21,1242.4,1084.64,786.32
2019-04-11,1471.64,1191.46,1240.57,1084.67,788.53
2019-04-12,1470.44,1194.94,1243.47,1085.52,789.29
2019-04-15,1473.58,1193.48,1241.15,1086.46,783.09
2019-04-16,1475.15,1195.31,1242.88,1086.22,780.88
2019-04-17,1476.75,1195.43,1241.45,1085.46,775.02
2019-04-18,1473.91,1197.09,1241.07,1084.94,769.07
2019-04-19,1472.29,1197.62,1238.81,1084.85,774.51
2019-04-22,1473.55,1197.49,1237.33,1083.95,780.05
2019-04-23,1471.52,1198.64,1236.63,1084.46,782.56
2019-04-24,1469.08,1197.74,1236.79,1084.81,779.02
2019-04-25,1471.48,1200.03,1236.12,1085.65,787.68
2019-04-26,1472.32,1198.16,1239.16,1084.05,791.4
2019-04-29,1468.53,1199.28,1241.17,1083.81,790.8
2019-04-30,1470.82,1198.93,1241.33,1085.02,783.36
2019-05-01,1471.25,1198.73,1241.39,1083.89,791.76
2019-05-02,1471.47,1197.42,1245.06,1082.38,795.03
2019-05-03,1471.14,1196.52,1248.04,1081.16,791.11
2019-05-06,1475.15,1197.88,1248.3,1080.35,786.61
2019-05-07,1478.84,1197.08,1246.15,1081.44,789.99
2019-05-08,1477.94,1197.5,1246.77,1080.9,780.85
2019-05-09,1475.13,1195.73,1246.91,1080.48,771.23
2019-05-10,1474.44,1196.71,1247.79,1080.05,772.91
2019-05-13,1474.36,1197.44,1245.56,1080.47,764.02
2019-05-14,1471.51,1197.21,1246.4,1079.53,760.68
2019-05-15,1473.33,1196.19,1249.51,1079.98,758.62
2019-05-16,1474.72,1198.27,1251.91,1080.7,765.21
2019-05-17,1477.22,1199.48,1251.34,1079.66,763.74
2019-05-20,1478.19,1199.77,1252.18,1080.72,760.35
2019-05-21,1476.55,1199.53,1253.17,1081.7,765.99
2019-05-22,1477.03,1197.0,1253.42,1080.97,759.23
2019-05-23,1474.86,1197.73,1259.19,1080.23,759.17
2019-05-24,1475.28,1196.55,1258.0,1080.74,757.31
2019-05-27,1477.93,1197.46,1258.33,1080.06,756.62
2019-05-28,1481.24,1198.75,1256.78,1078.98,753.92
2019-05-29,1480.21,1198.96,1255.28,1079.07,753.43
2019-05-30,1478.07,1198.92,1257.33,1079.43,755.6
2019-05-31,1477.18,1196.81,1263.41,1077.99,750.9
2019-06-03,1474.37,1197.01,1265.22,1076.79,758.81
2019-06-04,1476.68,1198.18,1269.08,1077.89,760.08
2019-06-05,1477.87,1199.98,1274.12,1077.87,754.26
2019-06-06,1476.44,1200.48,1272.88,1077.65,751.38
2019-06-07,1478.22,1197.23,1275.1,1077.06,758.49
2019-06-10,1475.61,1197.16,1272.96,1076.29,762.17
2019-06-11,1476.47,1197.21,1270.37,1075.15,752.7
2019-06-12,1476.96,1194.59,1267.38,1073.72,750.88
2019-06-13,1476.1,1191.87,1265.98,1074.38,751.44
2019-06-14,1477.58,1189.66,1267.49,1073.79,753.17
2019-06-17,1475.42,1192.34,1273.95,1073.66,752.53
2019-06-18,1472.42,1191.76,1274.41,1073.12,751.38
2019-06-19,1473.89,1191.38,1275.22,1075.26,750.77
2019-06-20,1473.24,1188.62,1274.86,1075.99,752.03
2019-06-21,1470.73,1189.31,1277.03,1075.98,754.22
2019-06-24,1472.27,1191.13,1276.08,1075.29,755.66
2019-06-25,1470.12,1192.59,1277.91,1074.8,760.41
2019-06-26,1469.82,1192.47,1273.66,1075.29,760.78
2019-06-27,1469.9,1192.79,1270.35,1076.44,753.33
2019-06-28,1469.95,1191.47,1272.82,1076.6,754.13
2019-07-01,1471.1,1191.24,1274.17,1076.52,755.53
2019-07-02,1468.95,1188.94,1271.06,1077.27,753.14
2019-07-03,1470.55,1189.66,1272.19,1077.27,765.8
2019-07-04,1469.72,1189.23,1275.89,1077.25,757.81
2019-07-05,1469.38,1188.05,1273.63,1078.28,755.72
2019-07-08,1466.2,1187.16,1275.13,1078.7,750.75
2019-07-09,1465.83,1188.57,1276.52,1079.21,751.81
2019-07-10,1467.77,1187.74,1276.69,1079.99,750.64
2019-07-11,1467.3,1184.52,1276.02,1080.99,740.8
2019-07-12,1469.05,1184.9,1278.15,1081.22,736.71
2019-07-15,1468.39,1183.96,1276.98,1081.74,741.62
2019-07-16,1464.95,1182.25,1279.29,1081.88,738.13
2019-07-17,1463.45,1182.53,1281.41,1080.36,741.82
2019-07-18,1463.89,1182.0,1280.98,1079.82,736.5
2019-07-19,1464.44,1182.86,1277.96,1079.68,739.95
2019-07-22,1466.77,1181.5,1282.84,1080.13,742.83
2019-07-23,1465.25,1181.54,1281.7,1079.68,741.25
2019-07-24,1464.81,1182.38,1278.25,1079.75,734.65
2019-07-25,1467.65,1182.25,1275.97,1078.84,733.85
2019-07-26,1470.01,1181.15,1277.81,1079.06,731.69
2019-07-29,1470.39,1183.63,1274.43,1078.98,728.12
2019-07-30,1469.21,1183.63,1271.78,1078.71,728.98
2019-07-31,1466.72,1184.71,1272.63,1079.93,734.16
2019-08-01,1466.84,1186.07,1270.91,1080.02,740.4
2019-08-02,1464.5,1185.52,1269.06,1079.45,740.48
2019-08-05,1466.32,1185.0,1270.19,1080.2,742.38
2019-08-06,1465.42,1184.75,1270.36,1079.6,732.06
2019-08-07,1467.98,1184.21,1274.73,1079.96,735.19
2019-08-08,1469.07,1182.9,1275.42,1079.51,729.18
2019-08-09,1469.92,1182.56,1282.81,1080.25,731.01
2019-08-12,1468.37,1183.6,1285.05,1079.69,736.07
2019-08-13,1469.04,1185.66,1282.4,1080.06,732.61
2019-08-14,1469.32,1185.29,1279.43,1081.99,737.56
2019-08-15,1468.41,1183.28,1284.47,1081.94,731.14
2019-08-16,1470.48,1180.5,1284.22,1083.09,738.75
2019-08-19,1469.21,1181.8,1283.72,1083.9,733.07
2019-08-20,1467.51,1184.59,1278.42,1084.01,738.3
2019-08-21,1467.92,1184.52,1278.19,1083.86,734.74
2019-08-22,1467.29,1180.77,1279.27,1083.98,730.3
2019-08-23,1468.04,1181.53,1277.53,1084.54,728.01
2019-08-26,1469.2,1180.6,1278.79,1083.58,727.64
2019-08-27,1469.17,1179.9,1279.61,1085.47,726.73
2019-08-28,1469.2,1179.53,1279.51,1084.92,718.75
2019-08-29,1466.0,1178.89,1278.47,1085.67,717.69
2019-08-30,1467.41,1176.84,1278.27,1085.58,718.49
2019-09-02,1468.65,1176.85,1274.23,1086.42,708.76
2019-09-03,1465.98,1174.61,1277.48,1086.34,711.08
2019-09-04,1465.45,1172.63,1280.52,1087.26,707.82
2019-09-05,1467.38,1172.32,1283.41,1086.7,707.93
2019-09-06,1468.82,1173.34,1284.91,1087.31,709.56
2019-09-09,1468.67,1172.07,1282.97,1088.17,711.72
2019-09-10,1467.53,1173.19,1284.51,1087.92,714.71
2019-09-11,1465.75,1169.23,1285.55,1088.42,709.44
2019-09-12,1467.43,1167.94,1286.98,1088.23,705.29
2019-09-13,1467.73,1168.89,1289.61,1088.03,713.18
2019-09-16,1466.96,1171.19,1290.81,1087.76,711.69
2019-09-17,1465.82,1172.61,1288.92,1087.11,710.17
2019-09-18,1467.75,1169.92,1290.61,1086.89,710.04
2019-09-19,1467.95,1170.66,1293.62,1085.79,707.79
2019-09-20,1467.06,1167.83,1299.73,1086.58,705.59
2019-09-23,1465.81,1163.11,1298.5,1085.35,705.72
2019-09-24,1466.11,1164.56,1303.6,1086.16,710.37
2019-09-25,1467.31,1159.36,1303.32,1086.84,716.41
